Date,City,Temperature,Min_Temperature,Max_Temperature,Rainfall,Humidity,Wind_Speed,Pressure,Weather_Condition
2023-08-23,Delhi,35.04,26.78,39.98,12.48,66.74,16.3,1008.64,Rainy
2022-08-20,Delhi,33.83,25.95,38.32,23.59,94.22,8.83,1015.89,Rainy
2024-08-19,Chennai,31.96,26.65,38.54,15.69,69.4,8.07,1017.05,Rainy
2022-07-20,Chennai,40.96,36.43,45.41,4.18,40.28,20.11,1013.96,Hot
2024-06-02,Mumbai,41.47,36.48,46.74,14.11,48.92,13.5,1009.96,Rainy
2024-02-06,Bengaluru,25.08,19.0,32.74,0.12,70.87,12.38,1010.7,Clear
2024-12-27,Mumbai,21.63,14.1,26.4,1.85,68.41,9.06,1004.77,Clear
2023-01-19,Hyderabad,22.58,15.43,30.31,1.54,70.99,6.13,1012.95,Clear
2022-05-28,Hyderabad,37.29,32.53,43.24,2.5,59.07,13.24,1007.98,Hot
2023-06-16,Mumbai,32.37,24.08,39.04,17.84,80.11,12.2,1015.84,Rainy
2022-05-09,Chennai,38.44,30.13,42.84,1.26,38.46,11.81,1021.49,Hot
2022-09-04,Delhi,31.03,23.47,37.68,6.96,63.67,10.0,1008.51,Clear
2022-04-22,Chennai,33.91,29.69,41.04,2.41,50.12,17.02,1007.5,Clear
2023-04-06,Hyderabad,28.27,21.2,34.7,4.02,67.78,19.31,1006.43,Clear
2023-02-21,Delhi,25.85,19.57,31.91,2.42,67.55,13.0,1003.15,Clear
2024-10-15,Hyderabad,26.65,19.9,33.37,0.88,73.46,12.41,1006.72,Clear
2022-04-09,Delhi,30.18,23.73,34.22,1.55,54.98,13.93,1007.13,Clear
2023-09-24,Pune,29.78,23.87,33.79,1.17,65.37,15.37,1013.53,Clear
2023-09-03,Mumbai,31.23,24.07,38.12,9.7,80.35,6.3,1013.39,Cloudy
2023-03-10,Bengaluru,26.58,22.26,31.8,0.09,59.15,14.48,1007.38,Clear
2023-07-25,Mumbai,38.79,32.93,43.16,5.27,46.95,7.01,1002.56,Hot
2024-06-02,Pune,39.49,34.41,45.51,10.39,59.83,13.36,1009.36,Rainy
2022-08-10,Pune,30.73,24.39,36.43,7.43,71.21,9.39,1006.91,Clear
2022-12-10,Mumbai,18.11,12.05,25.59,2.23,94.21,8.3,1013.28,Cloudy
2023-08-11,Mumbai,33.55,26.5,40.89,6.89,64.88,15.36,1005.21,Clear
2024-08-30,Chennai,34.22,29.31,39.34,5.79,58.91,14.25,1002.41,Clear
2023-04-08,Bengaluru,30.87,24.35,38.56,3.83,60.44,13.18,1015.87,Clear
2023-09-29,Mumbai,27.52,19.25,34.95,17.79,85.31,9.86,1013.47,Rainy
2023-03-11,Mumbai,26.16,20.68,32.81,1.58,76.99,19.8,1008.13,Clear
2024-03-18,Pune,31.41,22.71,35.71,1.26,55.95,17.68,1012.94,Clear
2024-10-20,Delhi,21.81,16.71,27.07,1.95,62.48,6.75,1015.33,Clear
2022-04-08,Mumbai,32.37,24.02,38.31,1.94,54.51,17.38,1022.78,Clear
2023-07-05,Bengaluru,32.19,27.9,37.1,27.21,89.79,10.44,1015.33,Rainy
2022-07-18,Chennai,40.89,35.35,48.82,9.8,64.16,13.97,1003.94,Hot
2024-03-07,Bengaluru,25.93,21.29,30.18,2.96,68.57,8.55,1011.83,Clear
2024-03-14,Chennai,32.64,26.85,37.19,1.19,50.74,16.09,1018.38,Clear
2024-08-31,Pune,31.98,24.51,36.25,20.06,76.05,6.66,1009.23,Rainy
2023-03-18,Pune,24.32,18.9,29.99,1.91,85.96,,1021.59,Cloudy
2022-10-28,Bengaluru,24.75,19.72,29.22,1.1,56.76,7.86,1006.01,Clear
2022-07-29,Hyderabad,32.19,26.16,36.94,19.79,75.61,17.26,1016.36,Rainy
2022-12-13,Hyderabad,24.17,18.62,31.3,2.75,78.88,13.19,1015.25,Clear
2022-12-27,Bengaluru,17.62,10.48,23.9,1.12,74.74,15.56,1006.45,Cold
2024-05-05,Hyderabad,39.34,30.49,44.78,1.39,56.04,15.31,1005.93,Hot
2023-12-31,Bengaluru,17.02,11.62,22.87,3.88,87.5,9.38,1009.98,Cold
2023-02-26,Pune,20.61,15.96,26.43,0.44,63.09,13.2,1011.78,Clear
2024-08-23,Mumbai,40.26,31.79,45.84,8.22,66.87,6.08,1012.7,Hot
2023-01-21,Chennai,20.65,14.21,27.82,1.81,80.62,15.58,1007.61,Cloudy
2023-06-13,Mumbai,38.18,32.47,44.77,15.54,75.59,9.8,1003.77,Rainy
2022-06-26,Mumbai,39.8,34.28,44.12,3.89,46.16,12.11,1011.95,Hot
2023-01-17,Bengaluru,24.18,18.63,30.93,3.07,68.64,16.15,999.52,Clear
2022-10-06,Delhi,17.67,10.56,23.31,2.08,73.78,13.56,1014.48,Cold
2023-08-05,Hyderabad,32.75,26.33,39.63,11.02,78.39,9.9,1012.32,Rainy
2024-09-21,Pune,31.02,25.13,36.68,18.49,68.16,13.33,1015.3,Rainy
2024-03-20,Delhi,22.9,18.26,29.25,1.31,62.47,16.37,1010.51,Clear
2022-06-12,Chennai,35.97,28.33,43.7,21.33,73.12,9.12,1014.19,Rainy
2022-05-18,Bengaluru,30.06,21.79,34.77,3.07,71.74,18.44,1017.0,Clear
2023-07-27,Mumbai,32.85,26.4,38.14,4.38,50.54,3.51,1013.45,Clear
2022-07-14,Chennai,35.37,31.29,40.39,3.07,51.81,11.12,1010.12,Hot
2023-10-20,Bengaluru,16.07,7.22,23.27,1.43,83.91,9.71,1005.42,Cold
2023-08-16,Mumbai,31.3,26.67,37.92,4.13,68.76,13.06,1011.37,Clear
2024-12-21,Hyderabad,19.48,12.03,26.09,0.89,71.19,14.93,1019.17,Clear
2024-05-20,Delhi,35.5,31.43,43.15,2.27,50.34,18.35,1010.08,Hot
2024-05-19,Bengaluru,34.18,26.63,38.8,5.02,55.16,11.83,1002.17,Clear
2022-07-02,Delhi,33.32,28.44,40.1,14.7,68.68,15.91,1002.74,Rainy
2024-05-22,Delhi,37.19,31.67,43.25,1.77,50.04,11.3,1021.06,Hot
2023-12-08,Chennai,22.86,17.34,27.62,2.51,72.84,9.12,1013.56,Clear
2023-01-10,Hyderabad,19.84,15.33,24.67,2.53,71.15,8.96,1002.0,Clear
2023-05-07,Bengaluru,35.06,27.74,41.56,0.23,56.48,9.49,1012.84,Hot
2024-01-16,Hyderabad,17.04,10.04,24.95,0.72,,14.15,1007.81,Cold
2022-08-14,Hyderabad,36.67,30.77,43.5,2.75,48.57,6.67,1010.59,Hot
2022-01-17,Delhi,20.51,13.69,24.79,1.06,73.58,11.25,1014.08,Clear
2024-08-23,Bengaluru,27.53,23.24,31.84,5.9,69.81,8.31,1016.05,Clear
2022-10-28,Delhi,23.47,18.92,28.42,1.17,75.4,13.37,1006.36,Clear
2022-11-20,Hyderabad,19.31,10.94,23.47,1.71,78.82,13.3,1007.94,Clear
2023-01-19,Mumbai,20.14,15.04,25.01,0.86,77.35,,1018.14,Clear
2024-05-02,Mumbai,33.82,28.65,39.75,6.95,67.94,3.69,1010.82,Clear
2024-02-24,Pune,26.22,21.62,30.87,4.67,66.53,16.35,1006.1,Clear
2023-01-06,Mumbai,25.37,18.4,30.79,0.47,64.11,7.48,1015.11,Clear
2024-04-19,Chennai,33.21,25.42,41.05,3.44,66.1,4.73,1013.63,Clear
2022-09-19,Hyderabad,24.2,19.23,30.58,10.49,91.52,5.21,1010.99,Rainy
2022-08-30,Chennai,40.85,33.75,48.01,15.77,65.15,11.41,1013.24,Rainy
2022-07-23,Chennai,36.9,32.83,42.17,5.65,55.91,12.88,1014.53,Hot
2023-01-18,Bengaluru,15.55,7.49,23.36,0.93,66.36,11.94,1016.84,Cold
2024-12-15,Chennai,22.28,18.26,28.81,0.12,68.86,13.29,1006.46,Clear
2022-12-31,Bengaluru,18.45,14.31,25.17,3.02,90.84,12.04,1017.62,Cloudy
2022-01-10,Pune,18.18,11.8,26.15,1.07,86.21,11.4,1011.8,Cloudy
2024-08-30,Pune,28.28,22.18,35.83,17.41,96.37,11.41,1017.09,Rainy
2022-06-19,Delhi,32.21,26.03,38.82,10.41,59.74,14.08,1006.2,Rainy
2024-06-30,Hyderabad,35.94,30.97,42.89,26.33,81.8,12.87,1005.04,Rainy
2022-08-29,Pune,29.81,22.22,34.68,21.09,93.64,9.68,1019.44,Rainy
2024-12-29,Pune,12.6,5.89,17.7,3.98,98.0,12.7,1018.31,Cold
2023-07-23,Chennai,34.64,26.91,40.02,4.67,57.65,15.49,1015.98,Clear
2023-04-05,Chennai,40.74,35.16,44.82,0.75,39.59,9.04,1015.76,Hot
2023-03-26,Bengaluru,29.7,20.84,36.89,0.17,67.7,14.56,1006.03,Clear
2023-11-26,Bengaluru,15.06,10.17,20.28,3.4,97.99,18.49,1015.97,Cold
2022-02-24,Delhi,25.57,20.56,32.33,3.64,67.18,14.62,1011.99,Clear
2022-05-20,Hyderabad,37.95,31.75,43.53,0.27,40.71,24.7,1014.52,Hot
2022-06-19,Hyderabad,37.42,30.85,41.84,16.8,75.66,12.78,1018.67,Rainy
2024-07-02,Chennai,39.1,31.25,46.44,1.44,50.13,10.22,1017.76,Hot
2022-03-17,Pune,26.09,21.43,33.37,4.65,59.96,15.25,1010.92,Clear
2024-12-18,Delhi,18.16,11.44,25.6,1.74,84.88,16.93,1015.53,Cloudy
2023-06-28,Bengaluru,36.16,27.89,41.59,12.41,67.39,6.1,1009.88,Rainy
2024-09-12,Bengaluru,23.77,19.43,30.56,20.61,98.0,8.56,1010.96,Rainy
2024-06-24,Pune,45.42,39.92,52.09,10.37,43.22,12.77,1001.03,Rainy
2022-11-23,Pune,20.74,15.07,27.86,1.04,80.79,13.33,1013.0,Cloudy
2023-05-10,Delhi,25.3,17.4,32.15,0.52,64.47,14.76,1009.67,Clear
2023-03-09,Chennai,30.18,23.84,35.78,3.14,64.2,3.43,1015.87,Clear
2022-10-30,Bengaluru,19.9,13.01,26.09,0.44,78.01,13.34,1011.51,Clear
2023-12-26,Bengaluru,11.91,7.74,19.85,2.04,95.37,12.33,1008.06,Cold
2024-12-16,Hyderabad,20.82,12.59,26.6,0.66,73.7,17.54,1011.26,Clear
2022-12-25,Chennai,20.14,11.61,27.79,4.57,76.53,6.24,1016.24,Clear
2022-11-13,Bengaluru,21.14,15.46,28.35,2.26,79.61,8.2,1016.24,Clear
2023-01-04,Pune,20.89,16.52,25.03,0.1,64.14,10.86,1020.13,Clear
2024-05-24,Mumbai,40.81,36.27,45.08,2.31,62.54,2.0,1013.7,Hot
2022-04-16,Delhi,29.79,23.18,35.96,0.35,54.74,12.59,999.34,Clear
2023-03-28,Delhi,29.68,23.77,34.76,2.27,67.03,13.91,1012.17,Clear
2024-01-30,Hyderabad,19.06,11.31,23.75,0.95,88.95,18.37,1017.27,Cloudy
2022-08-15,Chennai,37.8,32.25,42.98,6.4,47.34,15.45,1018.78,Hot
2022-06-05,Pune,37.84,29.24,43.97,18.94,83.94,13.78,1012.16,Rainy
2024-01-03,Bengaluru,26.88,19.54,33.05,4.7,64.75,8.0,1012.53,Clear
2024-04-20,Mumbai,30.71,26.0,37.21,1.71,59.99,9.6,1012.7,Clear
2024-01-21,Chennai,27.73,22.98,33.54,1.23,79.08,14.96,1014.23,Clear
2023-08-05,Mumbai,28.59,20.14,34.87,14.85,97.84,11.81,1004.09,Rainy
2022-07-24,Mumbai,38.97,32.39,44.74,8.18,50.11,11.67,1011.39,Hot
2023-05-28,Bengaluru,29.44,25.42,36.21,0.53,57.68,14.13,1014.53,Clear
2023-06-30,Pune,37.63,31.3,41.98,10.31,57.66,12.48,1017.95,Rainy
2024-07-07,Pune,38.64,33.61,42.9,12.7,62.34,15.7,1017.74,Rainy
2024-11-27,Delhi,18.35,13.99,26.19,0.5,70.16,16.8,1006.53,Clear
2023-12-16,Bengaluru,14.77,8.74,18.89,3.98,70.94,11.41,1005.31,Cold
2023-08-31,Chennai,30.68,22.39,36.06,24.61,84.21,11.86,1015.08,Rainy
2024-06-24,Mumbai,38.87,30.46,44.81,19.71,61.78,10.43,1004.16,Rainy
2023-09-24,Mumbai,30.24,25.99,34.84,11.33,87.24,15.91,1012.19,Rainy
2024-12-19,Chennai,23.63,19.02,30.82,1.5,72.27,11.14,1011.75,Clear
2024-07-11,Bengaluru,36.13,30.3,41.51,20.19,95.51,7.58,1013.14,Rainy
2024-05-28,Pune,30.93,23.81,36.69,2.29,59.42,11.15,1010.56,Clear
2022-06-12,Mumbai,38.19,31.03,46.0,26.31,87.37,9.19,1008.69,Rainy
2022-12-11,Hyderabad,18.71,11.3,26.23,1.21,69.05,11.01,1016.16,Clear
2022-04-05,Hyderabad,36.17,30.02,40.88,0.65,42.27,11.93,1017.94,Hot
2023-03-17,Chennai,35.57,27.46,42.23,2.44,53.34,5.72,1011.42,
2023-01-27,Chennai,25.82,19.65,32.62,3.2,84.23,14.95,1018.35,Cloudy
2023-09-10,Mumbai,,28.82,39.48,27.99,86.99,9.32,1007.62,Rainy
2024-05-25,Mumbai,35.88,30.21,43.79,1.2,56.74,5.04,1011.01,Hot
2022-12-02,Pune,19.62,14.27,25.27,1.64,83.24,12.71,1009.35,Cloudy
2024-02-21,Delhi,23.0,15.19,29.1,2.39,67.3,10.97,1005.06,Clear
2022-06-20,Hyderabad,34.18,29.33,41.63,9.56,65.39,5.59,1011.54,Clear
2023-07-02,Mumbai,35.84,28.0,41.55,8.68,62.1,17.24,1010.88,Hot
2023-04-14,Hyderabad,31.37,24.68,37.87,0.16,53.96,23.31,1010.31,Clear
2023-05-26,Chennai,39.59,30.6,46.66,1.51,25.0,10.48,1006.97,Hot
2022-03-10,Chennai,37.12,32.5,43.35,0.17,38.21,13.71,1010.88,Hot
2022-11-23,Bengaluru,20.72,14.77,26.66,4.22,80.76,12.55,1015.27,Cloudy
2024-03-01,Hyderabad,29.04,23.65,34.41,0.22,59.47,10.18,1005.92,Clear
2024-03-08,Bengaluru,25.1,20.21,30.57,0.27,74.65,22.65,1014.32,Clear
2022-05-28,Bengaluru,36.14,27.29,40.66,0.98,50.92,17.79,1020.73,Hot
2024-01-26,Pune,28.4,22.0,36.13,0.75,63.67,11.19,1012.92,Clear
2024-06-03,Bengaluru,37.82,32.61,44.52,9.35,71.99,5.56,1013.87,Hot
2024-09-20,Hyderabad,30.24,24.76,36.37,4.22,57.4,8.81,1008.01,Clear
2023-10-27,Delhi,28.77,22.5,33.72,1.32,53.94,12.75,1003.49,Clear
2024-02-05,Pune,20.54,13.27,26.77,0.42,62.95,15.31,1008.81,Clear
2023-04-13,Delhi,26.6,18.08,33.07,1.02,65.75,10.39,1012.44,Clear
2022-04-07,Bengaluru,31.49,27.09,37.67,0.41,56.61,12.94,1007.69,Clear
2023-07-27,Chennai,38.81,34.63,43.37,17.99,62.75,16.99,1009.5,Rainy
2023-10-03,Mumbai,25.9,17.74,31.51,1.16,50.75,14.92,1008.75,Clear
2024-11-21,Bengaluru,17.29,10.8,25.26,0.06,69.76,17.6,1019.42,Cold
2024-10-06,Mumbai,28.93,24.46,36.89,1.17,67.96,10.39,1004.57,Clear
2022-03-20,Bengaluru,29.06,21.12,33.75,3.03,58.9,13.13,1014.73,Clear
2024-08-26,Chennai,35.65,27.16,42.34,29.77,98.0,16.69,1008.53,Rainy
2023-09-30,Mumbai,25.51,17.56,30.44,27.49,98.0,8.13,1013.31,Rainy
2022-02-13,Bengaluru,20.14,11.46,25.14,3.05,72.29,11.96,1011.98,Clear
2024-10-02,Hyderabad,23.07,18.23,31.06,1.04,79.07,22.84,1015.86,Clear
2023-01-01,Bengaluru,21.88,13.41,28.64,0.41,63.39,7.94,1013.56,Clear
2023-05-01,Chennai,36.66,28.09,41.37,0.06,53.04,13.27,1006.37,Hot
2022-04-27,Delhi,27.91,21.29,34.55,0.25,55.46,7.48,1006.95,Clear
2022-07-12,Hyderabad,33.79,25.66,39.2,16.42,65.11,19.15,1012.71,Rainy
2024-08-11,Delhi,35.11,27.91,39.56,21.6,86.12,8.05,1007.49,Rainy
2024-11-09,Bengaluru,15.41,8.49,19.48,1.0,64.1,9.73,1017.42,Cold
2024-09-27,Pune,26.16,18.11,33.15,15.61,84.41,22.11,1010.21,Rainy
2024-06-26,Pune,31.02,24.69,37.28,12.49,84.28,16.06,1000.92,Rainy
2024-05-10,Pune,32.41,27.2,38.48,1.02,63.66,12.65,1016.31,Clear
2023-09-08,Bengaluru,24.24,20.23,30.84,22.07,98.0,14.18,1013.01,Rainy
2022-10-04,Pune,23.66,15.42,30.13,0.45,79.47,9.42,1009.61,Clear
2023-09-06,Chennai,,21.94,33.73,2.49,67.38,12.55,1012.56,Clear
2024-07-10,Mumbai,39.85,33.72,47.41,3.63,61.7,13.03,1011.94,Hot
2023-07-01,Chennai,39.13,30.84,46.61,12.21,68.68,6.8,1017.85,Rainy
2023-07-01,Mumbai,32.32,25.23,36.48,10.41,61.42,11.58,1010.55,Rainy
2022-12-20,Pune,21.54,14.67,29.47,3.08,70.19,13.72,1006.59,Clear
2023-09-05,Delhi,27.96,21.58,31.98,4.41,58.25,8.83,1009.22,Clear
2023-02-23,Delhi,22.26,17.49,26.48,0.17,68.82,11.9,1011.29,Clear
2024-03-15,Pune,24.87,16.67,32.02,1.6,71.32,11.85,1013.63,Clear
2024-03-14,Hyderabad,28.69,22.73,32.7,3.04,66.46,16.41,1009.67,Clear
2023-07-20,Delhi,37.7,33.57,42.06,35.57,96.44,9.53,1001.26,Heavy Rain
2024-07-21,Pune,34.29,28.84,41.85,9.5,65.62,15.26,1009.02,Clear
2024-08-30,Hyderabad,29.13,23.9,35.35,10.98,66.17,15.92,1010.01,Rainy
2022-04-20,Delhi,27.47,23.39,34.83,2.01,63.39,3.29,1013.97,Clear
2024-02-29,Pune,26.89,19.03,34.78,0.15,60.95,8.04,1007.42,Clear
2024-06-21,Chennai,39.65,31.49,45.03,2.72,46.2,8.58,1009.3,Hot
2023-07-01,Pune,35.79,28.24,41.9,8.73,63.67,9.35,1014.26,Hot
2024-08-30,Mumbai,29.59,25.02,36.29,24.06,98.0,13.75,1014.01,Rainy
2024-05-12,Chennai,35.66,27.67,42.71,0.85,55.98,8.93,1014.83,Hot
2024-09-28,Pune,30.4,23.27,34.48,6.14,56.24,11.84,1013.8,Clear
2023-07-02,Chennai,41.62,36.07,48.69,9.26,47.15,10.89,1018.34,Hot
2022-12-14,Chennai,22.92,17.98,27.37,0.2,66.67,5.02,1019.73,Clear
2023-11-09,Chennai,25.44,18.69,30.07,6.88,74.92,17.27,1010.1,Clear
2024-12-16,Chennai,26.73,21.96,34.37,4.22,64.43,13.98,1021.55,Clear
2024-04-16,Mumbai,33.94,27.87,40.09,2.75,47.89,11.13,1007.3,Clear
2022-07-03,Bengaluru,36.2,27.72,43.36,7.37,65.87,13.28,1006.93,Hot
2023-08-25,Mumbai,32.88,25.08,38.88,3.68,63.43,15.43,1020.39,Clear
2024-12-24,Pune,20.84,14.88,28.72,2.98,73.2,7.19,1005.32,Clear
2023-10-17,Bengaluru,24.36,18.6,31.87,3.26,76.54,11.29,1013.37,Clear
2023-02-04,Chennai,27.4,21.88,32.93,0.03,56.13,14.9,1010.06,Clear
2024-12-11,Pune,25.07,17.84,29.81,0.64,60.82,9.77,1017.71,Clear
2022-06-29,Chennai,44.73,37.84,49.94,22.1,71.1,12.54,1007.43,Rainy
2023-05-02,Pune,32.93,26.51,37.74,0.87,48.51,5.07,1001.35,Clear
2022-05-08,Chennai,34.89,30.36,40.73,0.14,48.65,7.8,1017.04,Clear
2023-02-03,Mumbai,20.54,14.07,25.74,1.71,65.8,11.05,1012.61,Clear
2024-07-03,Pune,30.54,24.13,36.55,20.62,79.9,15.41,1010.41,Rainy
2024-12-06,Mumbai,19.81,13.25,25.09,0.44,72.93,19.56,1013.19,Clear
2023-11-11,Pune,23.39,15.76,29.59,4.92,66.28,5.08,1008.12,Clear
2024-05-11,Chennai,37.93,30.12,43.18,1.83,47.34,14.28,1018.03,Hot
2022-07-07,Pune,36.48,30.11,43.07,8.59,56.74,7.46,1011.8,Hot
2022-01-04,Chennai,25.18,17.33,31.85,2.45,63.57,11.91,1020.74,Clear
2024-01-24,Hyderabad,18.37,10.98,22.74,2.56,80.55,12.19,1013.45,Cloudy
2024-02-26,Chennai,33.35,27.15,38.76,1.04,62.48,7.39,1016.47,Clear
2024-01-11,Pune,19.06,12.84,25.7,2.78,84.83,17.69,1013.28,Cloudy
2022-04-05,Chennai,36.16,31.18,43.72,4.21,55.11,14.0,1016.16,Hot
2024-10-16,Mumbai,26.35,21.4,32.12,1.65,75.58,9.36,1004.14,Clear
2023-09-01,Bengaluru,23.18,15.3,28.13,8.51,66.42,7.19,1010.83,Clear
2024-08-28,Mumbai,36.18,28.33,41.65,9.49,64.41,8.01,1007.34,Hot
2022-08-19,Pune,33.88,28.79,38.91,10.75,79.1,15.79,1016.67,Rainy
2024-01-11,Bengaluru,19.98,12.94,26.84,0.53,79.47,7.07,1005.69,Clear
2023-04-21,Mumbai,29.58,23.01,34.73,1.3,58.49,14.56,1012.62,Clear
2023-09-11,Delhi,30.68,26.55,37.06,3.18,55.15,13.65,1016.04,Clear
2023-07-08,Hyderabad,31.45,27.28,35.56,23.5,85.6,7.38,1015.68,Rainy
2023-07-10,Pune,36.25,30.9,41.66,8.5,66.15,4.38,1003.43,Hot
2023-10-05,Chennai,25.66,19.98,31.98,2.03,65.33,12.2,1005.15,Clear
2022-05-29,Chennai,39.34,33.17,46.01,2.73,49.52,18.64,1010.84,Hot
2022-12-03,Delhi,18.17,10.55,24.45,4.44,88.39,16.57,1019.36,Cloudy
2022-04-21,Pune,33.42,26.36,40.57,0.33,58.22,16.29,1014.49,Clear
2023-05-07,Chennai,40.8,35.04,44.81,0.54,52.38,9.96,1008.13,Hot
2022-07-02,Mumbai,43.79,37.66,48.32,10.54,59.55,7.32,1002.99,Rainy
2022-10-05,Pune,25.55,21.24,30.5,5.13,68.24,12.08,1003.97,Clear
2024-01-10,Mumbai,19.92,15.13,24.04,0.48,67.85,12.54,1015.64,Clear
2024-12-05,Hyderabad,24.3,17.02,31.54,1.25,68.2,15.69,1019.27,Clear
2023-11-07,Hyderabad,22.94,18.17,27.01,0.3,70.36,4.86,1007.36,Clear
2024-12-03,Bengaluru,18.13,9.64,24.6,0.07,86.66,15.27,1015.8,Cloudy
2022-12-16,Chennai,18.3,12.17,22.69,0.96,82.68,8.86,1009.64,Cloudy
2024-05-17,Mumbai,35.79,27.1,41.29,0.21,45.19,10.52,1011.24,Hot
2024-02-22,Delhi,25.63,18.36,30.47,0.92,67.0,13.91,1016.54,Clear
2022-02-14,Pune,26.34,21.33,34.17,2.46,68.34,13.92,1009.84,Clear
2024-09-24,Mumbai,27.23,19.46,31.67,5.99,70.23,12.8,1003.42,Clear
2022-08-30,Pune,35.34,26.38,40.72,19.86,76.17,9.99,1014.63,Rainy
2023-06-26,Mumbai,40.99,33.83,46.81,33.3,90.18,14.07,1010.89,Rainy
2022-01-04,Pune,27.36,20.64,31.57,2.33,80.39,12.32,992.82,Cloudy
2022-02-06,Pune,29.31,22.62,35.96,3.94,52.16,13.82,1007.57,Clear
2024-07-07,Chennai,36.48,31.33,43.2,7.23,64.31,9.7,1004.48,Hot
2023-05-06,Chennai,41.66,37.45,46.53,2.17,46.88,6.68,1011.18,Hot
2022-03-08,Delhi,28.36,19.36,35.71,0.18,62.01,9.4,1009.74,Clear
2024-07-24,Hyderabad,36.44,30.83,43.86,8.58,68.04,11.65,1011.5,Hot
2022-04-13,Bengaluru,27.1,20.74,31.48,1.98,67.91,14.64,1017.2,Clear
2022-12-10,Hyderabad,19.94,15.12,27.44,0.23,61.62,8.67,1015.51,Clear
2024-02-10,Delhi,20.25,11.49,26.76,3.96,74.48,12.7,1005.53,Clear
2022-03-01,Mumbai,34.51,28.52,41.0,1.41,52.75,15.19,1010.59,Clear
2024-12-03,Delhi,20.92,15.92,28.18,0.13,75.48,6.81,1009.69,Clear
2022-01-15,Delhi,15.55,10.43,20.59,0.75,81.09,11.18,1015.58,Cold
2024-04-22,Pune,31.56,24.27,35.8,2.62,68.39,12.57,1011.37,Clear
2024-09-03,Bengaluru,28.59,21.89,33.09,13.96,82.2,8.61,1012.78,Rainy
2023-07-21,Hyderabad,35.64,28.28,43.2,14.3,68.8,16.38,1015.14,Rainy
2024-11-07,Chennai,28.21,20.13,33.05,2.41,59.4,20.28,1019.85,Clear
2023-01-27,Delhi,18.95,10.74,24.47,1.56,78.85,7.85,1015.75,Clear
2023-09-14,Delhi,24.62,15.96,29.53,25.2,97.58,11.17,1015.83,Rainy
2023-12-23,Hyderabad,19.21,13.24,26.43,0.4,84.69,7.53,1009.85,Cloudy
2022-08-16,Chennai,34.54,26.58,41.96,14.56,64.42,15.12,1006.16,Rainy
2024-04-10,Bengaluru,34.42,30.16,38.72,1.51,53.34,10.36,1007.37,Clear
2024-12-14,Mumbai,24.74,18.39,30.29,3.69,70.33,21.02,1010.99,Clear
2022-10-21,Chennai,25.52,18.55,32.94,3.49,68.83,9.11,1011.81,Clear
2024-05-09,Chennai,43.37,38.83,49.47,0.26,31.46,10.89,1019.1,Hot
2022-05-14,Chennai,39.81,34.88,46.15,0.88,50.73,11.04,1019.9,Hot
2023-05-27,Bengaluru,31.86,25.5,36.93,2.04,46.53,11.39,1013.43,Clear
2022-10-26,Bengaluru,16.77,10.72,20.91,1.31,80.46,8.55,1009.96,Cold
2022-11-05,Hyderabad,20.62,12.39,27.22,1.6,65.62,15.47,1005.54,Clear
2024-10-04,Bengaluru,16.73,8.46,22.55,0.69,72.76,11.56,1004.34,Cold
2022-05-06,Chennai,36.9,29.14,44.72,0.58,43.58,8.07,1014.06,Hot
2023-03-15,Delhi,22.01,16.23,29.58,1.76,59.88,17.02,1016.51,Clear
2024-06-08,Hyderabad,33.71,29.68,39.31,13.39,73.42,17.16,1008.91,Rainy
2024-01-15,Hyderabad,22.19,17.09,26.47,1.07,65.44,11.6,1006.14,Clear
2024-06-18,Delhi,36.19,31.75,42.03,10.0,65.28,14.35,1003.99,Rainy
2024-07-29,Mumbai,33.71,29.22,38.8,25.04,89.45,13.6,1015.93,Rainy
2024-12-16,Mumbai,20.41,14.8,25.04,0.41,68.74,13.87,1012.4,Clear
2022-07-07,Mumbai,43.4,36.1,50.98,7.0,43.42,12.67,1006.04,Hot
2023-12-01,Pune,22.57,15.26,29.88,1.86,85.04,11.27,1020.39,Cloudy
2022-06-04,Hyderabad,37.72,33.7,45.28,5.5,40.76,9.32,1007.18,Hot
2024-09-16,Pune,25.33,18.09,32.08,18.67,98.0,15.56,1001.73,Rainy
2022-02-27,Delhi,23.75,14.89,29.9,0.73,71.38,7.43,1020.76,Clear
2022-09-18,Delhi,29.37,22.84,35.3,16.3,89.95,9.53,1016.57,Rainy
2024-09-02,Chennai,30.7,26.26,35.41,11.37,66.25,10.6,1004.07,Rainy
2024-07-16,Pune,30.64,25.31,37.28,5.4,66.34,5.21,1017.21,Clear
2022-06-23,Hyderabad,34.82,27.04,40.83,18.67,72.87,4.9,1012.91,Rainy
2023-02-01,Pune,24.94,17.27,30.11,2.38,63.74,15.9,1004.12,Clear
2023-06-10,Bengaluru,33.61,27.8,40.47,10.51,74.32,10.66,1010.87,Rainy
2023-07-14,Chennai,40.37,32.06,45.67,10.39,54.9,17.72,1002.92,Rainy
2022-08-15,Mumbai,35.05,29.48,40.94,10.23,74.42,17.19,1011.89,Rainy
2024-10-10,Mumbai,26.63,19.96,32.14,0.75,69.67,13.06,1018.57,Clear
2024-04-13,Pune,29.45,25.19,35.75,0.64,66.46,5.72,1007.33,Clear
2022-09-03,Hyderabad,24.59,16.44,32.51,7.8,80.94,4.32,1009.05,Cloudy
